BrandAAIAID|PartNumber|DescriptionCode|Description|Sequence
BKDK|2024120110|FAB|Compatible With Competitor Leaf Springs And Equalizers|6
BKDK|2024120110|FAB|1-Year Limited Warranty|7
BKDK|2024120110|FAB|Informative Full-Color Retail Packaging|8
BKDK|2024120111|FAB|Replaces One Adjusting Screw And Spring For 10 in./12 in. Lippert And Competitor Electric Brake Assemblies|1
BKDK|2024120111|FAB|Designed For Left [Driver] And Right-Hand [Passenger] Brakes|2
BKDK|2024120111|FAB|Includes One Adjustment Screw And Spring For Manual Adjust Brakes|3
BKDK|2024120111|FAB|Limited 1-Year Warranty On Materials Or Workmanship Defects|4
BKDK|2024120111|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|5
BKDK|2024120111|FAB|Informative Full-Color Retail Clamshell|6
BKDK|2024120112|FAB|Replaces Worn-Out Magnet On 10 in. x 2.250 in. Lippert And Competitor Electric Trailer Brakes|1
BKDK|2024120112|FAB|Compatible With 3500 lbs. Brake Assemblies|2
BKDK|2024120112|FAB|Includes Oval Magnet With Green Lead Wires/Spring/And Retainer Clip|3
BKDK|2024120112|FAB|Oval Design Increases The Efficiency While Also Extending The Life Of The Magnet|4
BKDK|2024120112|FAB|Compatible With Lippert Manual Adjustment Electric Brake Assemblies|5
BKDK|2024120112|FAB|Easy DIY Installation|6
BKDK|2024120112|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|7
BKDK|2024120112|FAB|Limited 1-Year Warranty On Materials Or Workmanship Defects|8
BKDK|2024120112|FAB|Informative/Full-Color Retail Packaging|9
BKDK|2024120113|FAB|Replaces Worn-Out Magnet On 12 in. x 2 in. Lippert And Competitor Electric Trailer Brakes|1
BKDK|2024120113|FAB|Compatible With 5200-7000 lbs. Brake Assemblies|2
BKDK|2024120113|FAB|Includes Oval Magnet With Black Lead Wires/Spring/And Retainer Clip|3
BKDK|2024120113|FAB|Oval Design Increases The Efficiency While Also Extending The Life Of The Magnet|4
BKDK|2024120113|FAB|Compatible With Lippert Manual Adjustment Electric Brake Assemblies|5
BKDK|2024120113|FAB|Easy DIY Installation|6
BKDK|2024120113|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|7
BKDK|2024120113|FAB|Limited 1-Year Warranty On Materials Or Workmanship Defects|8
BKDK|2024120113|FAB|Informative/Full-Color Retail Packaging|9
BKDK|2024120114|FAB|Replaces Worn-Out Magnet On 12.250 in. Lippert And Competitor Electric Trailer Brakes|1
BKDK|2024120114|FAB|Compatible With 8000-16000 lbs. Brake Assemblies|2
BKDK|2024120114|FAB|Includes Oval Magnet With Yellow Lead Wires/Spring/And Retainer Clip|3
BKDK|2024120114|FAB|Oval Design Increases The Efficiency While Also Extending The Life Of The Magnet|4
BKDK|2024120114|FAB|Compatible With Lippert Manual Adjustment Electric Brake Assemblies|5
BKDK|2024120114|FAB|Easy DIY Installation|6
BKDK|2024120114|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|7
BKDK|2024120114|FAB|Limited 1-Year Warranty On Materials Or Workmanship Defects|8
BKDK|2024120114|FAB|Informative/Full-Color Retail Packaging|9
BKDK|2024122233|FAB|Proprietary Coil And Shock Technology Reduces Chucking And Jarring To Protect Trailer And Gear|1
BKDK|2024122233|FAB|Approved On Lippert RV Frames [Will Not Void Warranty]|10
BKDK|2024122233|FAB|Up To 18000 lbs. Capacity And 2600 Lb. Max Pin Weight /1200 lbs. Min Pin Weight|11
BKDK|2024122233|FAB|Limited Lifetime Warranty [One-Year Finish And One-Year Parts]|12
BKDK|2024122233|FAB|Reduces Force On The RV Frame And Body By 30 Percent Compared To Similar Pin Boxes|2
BKDK|2024122233|FAB|Automotive-Grade Coil Spring Provides A More Comfortable Ride For Pets And Passengers|3
BKDK|2024122233|FAB|No Break-In Period - Just Install It And Go|4
BKDK|2024122233|FAB|Virtually Maintenance-Free Design Improves User Experience Over Airbags|5
BKDK|2024122233|FAB|Compatible With Rhino Box Bolt-Mounting Pattern|6
BKDK|2024122233|FAB|Robust Steel Construction And Black Powder Coat Finish|7
BKDK|2024122233|FAB|Tested For Safety In Accordance With SAE J2638|8
BKDK|2024122233|FAB|Made In USA With Global Materials|9
BKDK|2025009017|FAB|Standard For Most Lippert Axle Hanger Attaching Part Kits|1
BKDK|2025009017|FAB|1-Year Limited Warranty|10
BKDK|2025009017|FAB|Informative Full-Color Retail Packaging|11
BKDK|2025009017|FAB|Bronze Finish For Superior Durability And Longevity|2
BKDK|2025009017|FAB|Designed With A 9/16 in. Inner Diameter To Work Perfectly With Wet Bolts|3
BKDK|2025009017|FAB|11/16 in. Outer Diameter Fits Snugly Into Your Leaf Springs For A Secure Hold|4
BKDK|2025009017|FAB|1-3/4 in. Length Helps Provide Extra Support For Your Axle System|5
BKDK|2025009017|FAB|Compatible With Most Leaf Spring Eyes; Equa-Flex; Road Armor; Center Point Systems|6
BKDK|2025009017|FAB|Includes Four Bushings|7
BKDK|2025009017|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|8
BKDK|2025009017|FAB|Compatible With Competitor Leaf Springs And Equalizers|9
BKDK|2025027330|FAB|Provides Protective Barrier Between The Axle Hub And The Outside Elements|1
BKDK|2025027330|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|10
BKDK|2025027330|FAB|Compatible With Most Competitor Trailer Axle Hubs|11
BKDK|2025027330|FAB|1-Year Limited Warranty|12
BKDK|2025027330|FAB|Compatible With 10;000 lbs. Axles|2
BKDK|2025027330|FAB|Fits A 2.875 in. Spindle Shaft And 3.875 in. Hub Bore For Superior Leak Prevention|3
BKDK|2025027330|FAB|Hassle-Free Grease Or Oil Application That Provides Flexibility For Different Maintenance Preferences|4
BKDK|2025027330|FAB|Reliable; Unitized Design Prevents Leaks For Long-Lasting Performance|5
BKDK|2025027330|FAB|Dual Action Seal That Stays Fixed On The Spindle While The Outer Casing Rotates With The Hub|6
BKDK|2025027330|FAB|Durable Construction Withstands High Temperatures; Varied Axle Conditions And Reduces Maintenance Frequency|7
BKDK|2025027330|FAB|Easy DIY Installation|8
BKDK|2025027330|FAB|Includes 10 Seals For Complete Axle Service|9
BKDK|2025027331|FAB|Provides Protective Barrier Between The Axle Hub And The Outside Elements|1
BKDK|2025027331|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|10
BKDK|2025027331|FAB|Compatible With Most Competitor Trailer Axle Hubs|11
BKDK|2025027331|FAB|1-Year Limited Warranty|12
BKDK|2025027331|FAB|Compatible With 5200 To 8000 lbs. Axles|2
BKDK|2025027331|FAB|Fits A 2.25 in. Spindle Shaft And 3.371 in. Hub Bore For Superior Leak Prevention|3
BKDK|2025027331|FAB|Hassle-Free Grease Or Oil Application That Provides Flexibility For Different Maintenance Preferences|4
BKDK|2025027331|FAB|Reliable; Unitized Design Prevents Leaks For Long-Lasting Performance|5
BKDK|2025027331|FAB|Dual Action Seal That Stays Fixed On The Spindle While The Outer Casing Rotates With The Hub|6
BKDK|2025027331|FAB|Durable Construction Withstands High Temperatures; Varied Axle Conditions And Reduces Maintenance Frequency|7
BKDK|2025027331|FAB|Easy DIY Installation|8
BKDK|2025027331|FAB|Includes 2 Seals For Complete Axle Service|9
BKDK|2025027332|FAB|Provides Protective Barrier Between The Axle Hub And The Outside Elements|1
BKDK|2025027332|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|10
BKDK|2025027332|FAB|Compatible With Most Competitor Trailer Axle Hubs|11
BKDK|2025027332|FAB|1-Year Limited Warranty|12
BKDK|2025027332|FAB|Compatible With 12;000 To 16;000 lbs. Axles|2
BKDK|2025027332|FAB|Fits A 3.125 in. Spindle Shaft And 4.5 in. Hub Bore For Superior Leak Prevention|3
BKDK|2025027332|FAB|Hassle-Free Grease Or Oil Application That Provides Flexibility For Different Maintenance Preferences|4
BKDK|2025027332|FAB|Reliable; Unitized Design Prevents Leaks For Long-Lasting Performance|5
BKDK|2025027332|FAB|Dual Action Seal That Stays Fixed On The Spindle While The Outer Casing Rotates With The Hub|6
BKDK|2025027332|FAB|Durable Construction Withstands High Temperatures; Varied Axle Conditions And Reduces Maintenance Frequency|7
BKDK|2025027332|FAB|Easy DIY Installation|8
BKDK|2025027332|FAB|Includes 10 Seals For Complete Axle Service|9
BKDK|2025027382|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027382|FAB|Connects Suspension Springs To The Rear Hanger Or Equalizer On Your Trailer|2
BKDK|2025027382|FAB|Typically Used With Greaseable Wet Bolts|3
BKDK|2025027382|FAB|0.224 in. Thick; Heavy-Duty Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027382|FAB|Includes 10 Shackle Links|5
BKDK|2025027382|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027382|FAB|Compatible With Competitor Leaf Springs And Equalizers|7
BKDK|2025027382|FAB|1-Year Limited Warranty|8
BKDK|2025027382|FAB|Informative Full-Color Retail Packaging|9
BKDK|2025027383|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027383|FAB|Connects Suspension Springs To The Rear Hanger Or Equalizer On Your Trailer|2
BKDK|2025027383|FAB|Typically Used With Greaseable Wet Bolts|3
BKDK|2025027383|FAB|0.224 in. Thick; Heavy-Duty Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027383|FAB|Includes 10 Shackle Links|5
BKDK|2025027383|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027383|FAB|Compatible With Competitor Leaf Springs And Equalizers|7
BKDK|2025027383|FAB|1-Year Limited Warranty|8
BKDK|2025027383|FAB|Informative Full-Color Retail Packaging|9
BKDK|2025027384|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027384|FAB|Connects Suspension Springs To The Rear Hanger Or Equalizer On Your Trailer|2
BKDK|2025027384|FAB|Typically Used With Greaseable Wet Bolts|3
BKDK|2025027384|FAB|1/2 in. Thick; Heavy-Duty Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027384|FAB|Includes 10 Shackle Links|5
BKDK|2025027384|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027384|FAB|Compatible With Competitor Leaf Springs And Equalizers|7
BKDK|2025027384|FAB|1-Year Limited Warranty|8
BKDK|2025027384|FAB|Informative Full-Color Retail Packaging|9
BKDK|2025027385|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027385|FAB|Connects Suspension Springs To The Rear Hanger Or Equalizer On Your Trailer|2
BKDK|2025027385|FAB|Typically Used With Greaseable Wet Bolts|3
BKDK|2025027385|FAB|1/2 in. Thick; Heavy-Duty Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027385|FAB|Includes 10 Shackle Links|5
BKDK|2025027385|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027385|FAB|Compatible With Competitor Leaf Springs And Equalizers|7
BKDK|2025027385|FAB|1-Year Limited Warranty|8
BKDK|2025027385|FAB|Informative Full-Color Retail Packaging|9
BKDK|2025027386|FAB|Keeps Dust And Debris Out; Maintaining Hub Performance|1
BKDK|2025027386|FAB|Compatible With 7000 To 8000 lbs. Axles With A Hub Bore Of 2.72 in.|2
BKDK|2025027386|FAB|Engineered For A Secure Fit; Reducing The Risk Of Dislodge During Travel|3
BKDK|2025027386|FAB|Zinc-Plated Steel Construction Provides Durability And Resistance To Corrosion|4
BKDK|2025027386|FAB|For Use With Grease Lubricated Systems|5
BKDK|2025027386|FAB|Easy Drive-In Installation|6
BKDK|2025027386|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|7
BKDK|2025027386|FAB|Compatible With Most Competitor Trailer Axle Hubs|8
BKDK|2025027386|FAB|1-Year Limited Warranty|9
BKDK|2025027730|FAB|1/2 in.-20 x 1-1/2 in. Hex Bolt Mounts 8000 lbs. Trailer Brake Assemblies|1
BKDK|2025027730|FAB|Compatible With Most Competitor Trailer Brake Assemblies|10
BKDK|2025027730|FAB|1-Year Limited Warranty|11
BKDK|2025027730|FAB|Ships In A Durable Brown Box|12
BKDK|2025027730|FAB|For Use With 12-1/4 in. x 3-3/8 in. Brake Assemblies|2
BKDK|2025027730|FAB|Fine Threads Ensure Secure And Reliable Fastening|3
BKDK|2025027730|FAB|Works With Electric Or Hydraulic Brakes|4
BKDK|2025027730|FAB|Strong Steel Construction Ensures Durability|5
BKDK|2025027730|FAB|Corrosion-Resistant Finish|6
BKDK|2025027730|FAB|Easy DIY Installation|7
BKDK|2025027730|FAB|Includes One Brake Mounting Bolt [Nuts And Washers Sold Separately]|8
BKDK|2025027730|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|9
BKDK|2025027731|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027731|FAB|Connects Suspension Springs And Axle Hangers In Conjunction With Shackle Links|2
BKDK|2025027731|FAB|Grease Zerk Allows For Easy Lubrication To Keep Moving Parts Functioning Properly|3
BKDK|2025027731|FAB|Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027731|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|5
BKDK|2025027731|FAB|Compatible With Competitor Leaf Springs And Equalizers|6
BKDK|2025027731|FAB|1-Year Limited Warranty|7
BKDK|2025027731|FAB|Ships In Durable Brown Box|8
BKDK|2025027732|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027732|FAB|Connects Suspension Springs And Axle Hangers In Conjunction With Shackle Links|2
BKDK|2025027732|FAB|Grease Zerk Allows For Easy Lubrication To Keep Moving Parts Functioning Properly|3
BKDK|2025027732|FAB|Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027732|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|5
BKDK|2025027732|FAB|Compatible With Competitor Leaf Springs And Equalizers|6
BKDK|2025027732|FAB|1-Year Limited Warranty|7
BKDK|2025027732|FAB|Ships In Durable Brown Box|8
BKDK|2025027733|FAB|Connects Suspension Springs And Axle Hangers In Conjunction With Shackle Links|1
BKDK|2025027733|FAB|Grease Zerk Allows For Easy Lubrication To Keep Moving Parts Functioning Properly|2
BKDK|2025027733|FAB|Zinc-Plated Construction For Corrosion Resistance|3
BKDK|2025027733|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|4
BKDK|2025027733|FAB|Compatible With Competitor Leaf Springs And Equalizers|5
BKDK|2025027733|FAB|1-Year Limited Warranty|6
BKDK|2025027733|FAB|Ships In Durable Brown Box|7
BKDK|2025027751|FAB|Designed For 1-3/4 in. Wide Double-Eye Spring Suspension Kit|1
BKDK|2025027751|FAB|Connects Suspension Springs And Axle Hangers In Conjunction With Shackle Links|2
BKDK|2025027751|FAB|Grease Zerk Allows For Easy Lubrication To Keep Moving Parts Functioning Properly|3
BKDK|2025027751|FAB|Zinc-Plated Construction For Corrosion Resistance|4
BKDK|2025027751|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|5
BKDK|2025027751|FAB|Compatible With Competitor Leaf Springs And Equalizers|6
BKDK|2025027751|FAB|1-Year Limited Warranty|7
BKDK|2025027751|FAB|Ships In Durable Brown Box|8
BKDK|2025027752|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027752|FAB|Zinc-Plated For Superior Corrosion Resistance|2
BKDK|2025027752|FAB|Easy DIY Installation|3
BKDK|2025027752|FAB|Includes One Lock Washer|4
BKDK|2025027752|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|5
BKDK|2025027752|FAB|Compatible With Most Competitor Trailer Axle Spindles|6
BKDK|2025027752|FAB|1-Year Limited Warranty|7
BKDK|2025027752|FAB|Ships In A Durable Poly Bag|8
BKDK|2025027753|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027754|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027754|FAB|Replacement Round Spindle Washer|2
BKDK|2025027754|FAB|Compatible With 5200 To 8000 lbs. Axles|3
BKDK|2025027754|FAB|Easy DIY Installation|4
BKDK|2025027754|FAB|Includes 10 Spindle Washer|5
BKDK|2025027754|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027754|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027754|FAB|1-Year Limited Warranty|8
BKDK|2025027754|FAB|Ships In A Durable Poly Bag|9
BKDK|2025027755|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027755|FAB|Replacement Locking Tang Spindle Washer|2
BKDK|2025027755|FAB|Compatible With 2200 To 8000 lbs. Axles|3
BKDK|2025027755|FAB|Easy DIY Installation|4
BKDK|2025027755|FAB|Includes 10 Spindle Washers|5
BKDK|2025027755|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027755|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027755|FAB|1-Year Limited Warranty|8
BKDK|2025027755|FAB|Ships In A Durable Brown Box|9
BKDK|2025027756|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027756|FAB|Replacement Round Spindle Washer|2
BKDK|2025027756|FAB|Compatible With 2200 To 4400 lbs. Axles|3
BKDK|2025027756|FAB|Easy DIY Installation|4
BKDK|2025027756|FAB|Includes 10 Spindle Washers|5
BKDK|2025027756|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027756|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027756|FAB|1-Year Limited Warranty|8
BKDK|2025027756|FAB|Ships In A Durable Poly Bag|9
BKDK|2025027757|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027757|FAB|Replacement D-Flat Spindle Washer|2
BKDK|2025027757|FAB|Compatible With 2200 To 4400 lbs. Axles|3
BKDK|2025027757|FAB|Easy DIY Installation|4
BKDK|2025027757|FAB|Includes 10 Spindle Washers|5
BKDK|2025027757|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027757|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027757|FAB|1-Year Limited Warranty|8
BKDK|2025027757|FAB|Ships In A Durable Poly Bag|9
BKDK|2025027758|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027758|FAB|Replacement Round Spindle Washer|2
BKDK|2025027758|FAB|Compatible With 10;000 lbs. Axles|3
BKDK|2025027758|FAB|Easy DIY Installation|4
BKDK|2025027758|FAB|Includes 10 Spindle Washers|5
BKDK|2025027758|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027758|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027758|FAB|1-Year Limited Warranty|8
BKDK|2025027758|FAB|Ships In A Durable Brown Box|9
BKDK|2025027759|FAB|Engineered To Fit Perfectly With Your Spindle Nut And Axle Assembly; Ensuring Seamless Integration|1
BKDK|2025027759|FAB|Replacement Round Spindle Washer|2
BKDK|2025027759|FAB|Compatible With 12;000 To 16;000 lbs. Axles|3
BKDK|2025027759|FAB|Easy DIY Installation|4
BKDK|2025027759|FAB|Includes 10 Spindle Washers|5
BKDK|2025027759|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027759|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027759|FAB|1-Year Limited Warranty|8
BKDK|2025027759|FAB|Ships In A Durable Brown Box|9
BKDK|2025027769|FAB|Locks Wheel Bearings In Place; Preventing Unwanted Movement And Ensuring Smooth Wheel Rotation|1
BKDK|2025027769|FAB|Replacement Six-Slot Spindle Castle Nut With 1 in.-14 Threads|2
BKDK|2025027769|FAB|Easy DIY Installation|3
BKDK|2025027769|FAB|Use With A Cotter Pin Or Tang Washer To Lock The Nut In Place [Sold Separately]|4
BKDK|2025027769|FAB|Includes One Spindle Castle Nut|5
BKDK|2025027769|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027769|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027769|FAB|1-Year Limited Warranty|8
BKDK|2025027769|FAB|Ships In A Durable Brown Box|9
BKDK|2025027770|FAB|Locks Wheel Bearings In Place; Preventing Unwanted Movement And Ensuring Smooth Wheel Rotation|1
BKDK|2025027770|FAB|Replacement Six-Slot Spindle Castle Nut With 1-1/2 in.-12 Threads|2
BKDK|2025027770|FAB|Easy DIY Installation|3
BKDK|2025027770|FAB|Use With A Cotter Pin Or Tang Washer To Lock The Nut In Place [Sold Separately]|4
BKDK|2025027770|FAB|Includes One Spindle Castle Nut|5
BKDK|2025027770|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027770|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027770|FAB|1-Year Limited Warranty|8
BKDK|2025027770|FAB|Ships In A Durable Brown Box|9
BKDK|2025027771|FAB|Locks Wheel Bearings In Place; Preventing Unwanted Movement And Ensuring Smooth Wheel Rotation|1
BKDK|2025027771|FAB|Replacement Six-Slot Spindle Castle Nut With 1-3/4 in.-12 Threads|2
BKDK|2025027771|FAB|Easy DIY Installation|3
BKDK|2025027771|FAB|Use With A Cotter Pin Or Tang Washer To Lock The Nut In Place [Sold Separately]|4
BKDK|2025027771|FAB|Includes One Spindle Castle Nut|5
BKDK|2025027771|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|6
BKDK|2025027771|FAB|Compatible With Most Competitor Trailer Axle Spindles|7
BKDK|2025027771|FAB|1-Year Limited Warranty|8
BKDK|2025027771|FAB|Ships In A Durable Brown Box|9
BKDK|2025027772|FAB|Replacement Hex Nut For Mounting Your Trailer Brake Assembly|1
BKDK|2025027772|FAB|1-Year Limited Warranty|10
BKDK|2025027772|FAB|Ships In A Durable Poly Bag|11
BKDK|2025027772|FAB|For Use With 7 in. x 1-1/4 in. And 10 in. x 2-1/4 in. Brake Assemblies|2
BKDK|2025027772|FAB|Fine 7/16 in.-20 Threads Ensure Secure And Reliable Fastening|3
BKDK|2025027772|FAB|Strong Steel Construction Ensures Durability|4
BKDK|2025027772|FAB|Zinc-Plated For Superior Corrosion Resistance|5
BKDK|2025027772|FAB|Easy DIY Installation|6
BKDK|2025027772|FAB|Includes One Brake Mounting Nut|7
BKDK|2025027772|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|8
BKDK|2025027772|FAB|Compatible With Most Competitor Trailer Brake Assemblies|9
BKDK|2025027773|FAB|Replacement Hex Lock Nut For Mounting Your Trailer Brake Assembly|1
BKDK|2025027773|FAB|1-Year Limited Warranty|10
BKDK|2025027773|FAB|Ships In A Durable Poly Bag|11
BKDK|2025027773|FAB|For Use With 12 in. x 2 in.; 12-1/4 in. x 3-3/8 in. And 12-1/4 in. x 5 in. Brake Assemblies|2
BKDK|2025027773|FAB|Fine 3/8 in.-24 Threads Ensure Secure And Reliable Fastening|3
BKDK|2025027773|FAB|Strong Steel Construction Ensures Durability|4
BKDK|2025027773|FAB|Zinc-Plated For Superior Corrosion Resistance|5
BKDK|2025027773|FAB|Easy DIY Installation|6
BKDK|2025027773|FAB|Includes Ten Brake Mounting Nuts|7
BKDK|2025027773|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|8
BKDK|2025027773|FAB|Compatible With Most Competitor Trailer Brake Assemblies|9
BKDK|2025027775|FAB|3/8 in.-24 x 5/16 in. Hex Bolt Mounts 4400 To 8000 lbs. Trailer Brake Assemblies|1
BKDK|2025027775|FAB|Compatible With Most Competitor Trailer Brake Assemblies|10
BKDK|2025027775|FAB|1-Year Limited Warranty|11
BKDK|2025027775|FAB|Ships In A Durable Poly Bag|12
BKDK|2025027775|FAB|For Use With 12 in. x 2 in. Brake Assemblies|2
BKDK|2025027775|FAB|Fine Threads Ensure Secure And Reliable Fastening|3
BKDK|2025027775|FAB|Works With Electric Or Hydraulic Brakes|4
BKDK|2025027775|FAB|Strong Steel Construction Ensures Durability|5
BKDK|2025027775|FAB|Corrosion-Resistant Finish|6
BKDK|2025027775|FAB|Easy DIY Installation|7
BKDK|2025027775|FAB|Includes One Brake Mounting Bolt [Nut Sold Separately]|8
BKDK|2025027775|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|9
BKDK|2025027776|FAB|Replacement Hex Lock Nut For Mounting Your Trailer Brake Assembly|1
BKDK|2025027776|FAB|1-Year Limited Warranty|10
BKDK|2025027776|FAB|Ships In A Durable Poly Bag|11
BKDK|2025027776|FAB|For Use With 7 in. x 1-1/4 in. And 10 in. x 2-1/4 in. Brake Assemblies|2
BKDK|2025027776|FAB|Fine 7/16 in.-20 Threads Ensure Secure And Reliable Fastening|3
BKDK|2025027776|FAB|Strong Steel Construction Ensures Durability|4
BKDK|2025027776|FAB|Zinc-Plated For Superior Corrosion Resistance|5
BKDK|2025027776|FAB|Easy DIY Installation|6
BKDK|2025027776|FAB|Includes One Brake Mounting Nut|7
BKDK|2025027776|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|8
BKDK|2025027776|FAB|Compatible With Most Competitor Trailer Brake Assemblies|9
BKDK|2025027786|FAB|Replacement Hex Nut For Mounting Your Trailer Brake Assembly|1
BKDK|2025027786|FAB|1-Year Limited Warranty|10
BKDK|2025027786|FAB|Ships In A Durable Poly Bag|11
BKDK|2025027786|FAB|For Use With 12-1/4 in. x 3-3/8 in. [8000 lbs. Only] Brake Assemblies|2
BKDK|2025027786|FAB|Fine 1/2 in.-20 Threads Ensure Secure And Reliable Fastening|3
BKDK|2025027786|FAB|Strong Steel Construction Ensures Durability|4
BKDK|2025027786|FAB|Zinc-Plated For Superior Corrosion Resistance|5
BKDK|2025027786|FAB|Easy DIY Installation|6
BKDK|2025027786|FAB|Includes One Brake Mounting Nut|7
BKDK|2025027786|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|8
BKDK|2025027786|FAB|Compatible With Most Competitor Trailer Brake Assemblies|9
BKDK|2025027790|FAB|Ensures Spindle Castle Nut Stays Secure; Adding An Extra Layer Of Safety To The Assembly|1
BKDK|2025027790|FAB|Ships In A Durable Poly Bag|10
BKDK|2025027790|FAB|Standard Cotter Pin Is Compatible With Up To 10;000/16;000 lbs. Axles|2
BKDK|2025027790|FAB|2-1/4 in. Of Useable Length And 1/4 in. Diameter|3
BKDK|2025027790|FAB|Zinc-Plated For Superior Corrosion Resistance|4
BKDK|2025027790|FAB|Easy DIY Installation|5
BKDK|2025027790|FAB|Includes 10 Cotter Pins|6
BKDK|2025027790|FAB|Lippert Genuine Replacement Part Ensures The Perfect Fit Every Time|7
BKDK|2025027790|FAB|Compatible With Most Competitor Spindle Castle Nuts|8
BKDK|2025027790|FAB|1-Year Limited Warranty|9
BKDK|2025027791|FAB|Ensures Spindle Castle Nut Stays Secure; Adding An Extra Layer Of Safety To The Assembly|1
BKDK|2025027791|FAB|Ships In A Durable Poly Bag|10
BKDK|2025027791|FAB|Standard Cotter Pin Is Compatible With Up To 10;000/16;000 lbs. Axles|2
BKDK|2025027791|FAB|2-1/4 in. Of Useable Length And 1/4 in. Diameter|3
