BrandAAIAID|PartNumber|DescriptionCode|Description|Sequence
BKDK|55664|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|3
BKDK|55664|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|4
BKDK|55664|FAB|6-Way Round Socket Adds Connection For Electric Brakes|5
BKDK|55664|FAB|Dust Covers Included To Keep Connectors Clean When Not In Use|6
BKDK|55664|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|55664|FAB|Bracket Securely Mounts Wiring To The Vehicle Or Trailer Hitch|8
BKDK|55664|FAB|Made In USA|9
BKDK|55774|FAB|Plugs Into Connector To Provide A 4-Way And 7-Way Multi-Socket|1
BKDK|55774|FAB|Fits Uscar-Equipped Vehicles w/Factory Tow Plugs|2
BKDK|55774|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|3
BKDK|55774|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|4
BKDK|55774|FAB|7-Way Round Socket Adds Reverse Lights Electric Brakes|5
BKDK|55774|FAB|Dust Covers Included To Keep Connectors Clean When Not In Use|6
BKDK|55774|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|55774|FAB|Bracket Securely Mounts Wiring To The Vehicle Or Trailer Hitch|8
BKDK|55774|FAB|Made In USA|9
BKDK|56000|FAB|Routes A 7-Way Into Truck Bed While Retaining Use Of Rear Socket|1
BKDK|56000|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56000|FAB|Allows For Easy Connection Of 5Th Wheel Or Gooseneck Wiring|3
BKDK|56000|FAB|7-Way Connects Tail Brake Reverse Turn Signals Brakes|4
BKDK|56000|FAB|10 ft. Extension w/Right-Angle Plug For Easy Installation|5
BKDK|56000|FAB|Spring-Loaded Dust Cover Keeps Connector Clean When Not In Use|6
BKDK|56000|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|56000010|FAB|Routes A 7-Way Into Truck Bed While Retaining Use Of Rear Socket|1
BKDK|56000010|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56000010|FAB|Allows For Easy Connection Of 5Th Wheel Or Gooseneck Wiring|3
BKDK|56000010|FAB|7-Way Connects Tail Brake Reverse Turn Signals Brakes|4
BKDK|56000010|FAB|10 ft. Extension w/Right-Angle Plugs For Easy Installation|5
BKDK|56000010|FAB|Spring-Loaded Dust Cover Keeps Connector Clean When Not In Use|6
BKDK|56000010|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|56001|FAB|Routes A 7-Way Into Truck Bed While Retaining Use Of Rear Socket|1
BKDK|56001|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56001|FAB|Allows For Easy Connection Of 5Th Wheel Or Gooseneck Wiring|3
BKDK|56001|FAB|7-Way Connects Tail Brake Reverse Turn Signals Brakes|4
BKDK|56001|FAB|10 ft. Extension w/Right-Angle Plug For Easy Installation|5
BKDK|56001|FAB|Spring-Loaded Dust Cover Keeps Connector Clean When Not In Use|6
BKDK|56001|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|56002|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56002|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56002|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56002|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56002|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56002|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56002|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56002|FAB|Made In USA|8
BKDK|56003|FAB|Routes A Dual-output Socket Into Truck Bed While Retaining Use Of Rear Socket|1
BKDK|56003|FAB|Provides Standard 4-Way Flat And 7-Way Rv Blade|2
BKDK|56003|FAB|Simple Plug-And-Play Design Eliminates The Need For Cutting Or Splicing|3
BKDK|56003|FAB|Allows For Easy Connection Of 5Th Wheel Or Gooseneck Wiring|4
BKDK|56003|FAB|4-Way Flat Output Connects Tail Lights/Brake Lights And Turn Signals|5
BKDK|56003|FAB|7-Way Connects Tail/Brake/Reverse/Turn Signals/Brakes And Auxiliary Power|6
BKDK|56003|FAB|7 ft. Extension With Right-angle Plug For Easy Installation|7
BKDK|56003|FAB|Spring-loaded Dust Covers Keep Connectors Clean When Not In Use|8
BKDK|56003|FAB|Slit Loom Keeps Wires Contained And Well Protected|9
BKDK|56008|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56008|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56008|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56008|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56008|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56008|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56008|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56008|FAB|Made In USA|8
BKDK|56009|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56009|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56009|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56009|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56009|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56009|FAB|Made In USA|6
BKDK|56011|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56011|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56011|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56011|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56011|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56011|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56011|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56011|FAB|Made In USA|8
BKDK|56012|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56012|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56012|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56012|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56012|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56012|FAB|Made In USA|6
BKDK|56013|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56013|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56013|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56013|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56013|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56013|FAB|Made In USA|6
BKDK|56014|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56014|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56014|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56014|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56014|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56014|FAB|Made In USA|6
BKDK|56016|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56016|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56016|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56016|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56016|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56016|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56016|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56016|FAB|Made In USA|8
BKDK|56018|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56018|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56018|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56018|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56018|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56018|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56018|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56018|FAB|Made In USA|8
BKDK|56020|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56020|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56020|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56020|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56020|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56020|FAB|Made In USA|6
BKDK|56021|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56021|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56021|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56021|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56021|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56021|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56021|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56021|FAB|Made In USA|8
BKDK|56022|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56022|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56022|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56022|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56022|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56022|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56022|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56022|FAB|Made In USA|8
BKDK|56026|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56026|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56026|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56026|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56026|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56026|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56026|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56026|FAB|Made In USA|8
BKDK|56027|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56027|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56027|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56027|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56027|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56027|FAB|Made In USA|6
BKDK|56029|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56029|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56029|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56029|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56029|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56029|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56029|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56029|FAB|Made In USA|8
BKDK|56030|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56030|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56030|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56030|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56030|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56030|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56030|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56030|FAB|Made In USA|8
BKDK|56031|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56031|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56031|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56031|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56031|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56031|FAB|Made In USA|6
BKDK|56032|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56032|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56032|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56032|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56032|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56032|FAB|Made In USA|6
BKDK|56033|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56033|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56033|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56033|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56033|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56033|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56033|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56033|FAB|Made In USA|8
BKDK|56035|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56035|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56035|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56035|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56035|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56035|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56035|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56035|FAB|Made In USA|8
BKDK|56037|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56037|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56037|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56037|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56037|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56037|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56037|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56037|FAB|Made In USA|8
BKDK|56038|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56038|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56038|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56038|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56038|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56038|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56038|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56038|FAB|Made In USA|8
BKDK|56039|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56039|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56039|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56039|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56039|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56039|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56039|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56039|FAB|Made In USA|8
BKDK|56040|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56040|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56040|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56040|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56040|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56040|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56040|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56040|FAB|Made In USA|8
BKDK|56042|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|56042|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56042|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56042|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56042|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56042|FAB|Made In USA|6
BKDK|56044|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56044|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56044|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56044|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56044|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56044|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56044|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56044|FAB|Made In USA|8
BKDK|56045|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56045|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56045|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56045|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56045|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56045|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56045|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56045|FAB|Made In USA|8
BKDK|56046|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56046|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56046|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56046|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56046|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56046|FAB|Made In USA|6
BKDK|56047|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56047|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56047|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56047|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56047|FAB|Backed By A Limited One-Year Warranty|5
BKDK|56047|FAB|Made In USA|6
BKDK|56048|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56048|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56048|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56048|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56048|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56048|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56048|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56048|FAB|Made In USA|8
BKDK|56049|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56049|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56049|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56049|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56049|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56049|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56049|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56049|FAB|Made In USA|8
BKDK|56051|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56051|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56051|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56051|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|56051|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|56051|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|56051|FAB|Backed By A Limited One-Year Warranty|7
BKDK|56051|FAB|Made In USA|8
BKDK|56056|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|56056|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|56056|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|56056|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|56056|FAB|Backed By A Limited One-Year Warranty|5
